# start 2026-09-18T09:34:23.514817
# events UNC_M2M_DIRECTORY_LOOKUP.STATE_I,UNC_M2M_DIRECTORY_LOOKUP.STATE_S,UNC_M2M_DIRECTORY_LOOKUP.STATE_A,UNC_M2M_DIRECTORY_UPDATE.ANY,UNC_CHA_DIR_LOOKUP.SNP,UNC_CHA_DIR_LOOKUP.NO_SNP
     1.001090342,S0,1,1559514020,,UNC_M2M_DIRECTORY_LOOKUP.STATE_I,2007993091,100,00,,
     1.001090342,S0,1,121387,,UNC_M2M_DIRECTORY_LOOKUP.STATE_S,2007978059,100,00,,
     1.001090342,S0,1,35206,,UNC_M2M_DIRECTORY_LOOKUP.STATE_A,2007967606,100,00,,
     1.001090342,S0,1,24859,,UNC_M2M_DIRECTORY_UPDATE.ANY,2007953950,100,00,,
     1.001090342,S0,1,25065,,UNC_CHA_DIR_LOOKUP.SNP,16062979019,100,00,,
     1.001090342,S0,1,1559756450,,UNC_CHA_DIR_LOOKUP.NO_SNP,16061814207,100,00,,
     1.001090342,S1,1,1446629,,UNC_M2M_DIRECTORY_LOOKUP.STATE_I,2007635205,100,00,,
     1.001090342,S1,1,2216396,,UNC_M2M_DIRECTORY_LOOKUP.STATE_S,2007613973,100,00,,
     1.001090342,S1,1,139965,,UNC_M2M_DIRECTORY_LOOKUP.STATE_A,2007592707,100,00,,
     1.001090342,S1,1,41546,,UNC_M2M_DIRECTORY_UPDATE.ANY,2007564069,100,00,,
     1.001090342,S1,1,16741,,UNC_CHA_DIR_LOOKUP.SNP,16059471621,100,00,,
     1.001090342,S1,1,190571,,UNC_CHA_DIR_LOOKUP.NO_SNP,16057285277,100,00,,
     2.007279855,S0,1,1566451273,,UNC_M2M_DIRECTORY_LOOKUP.STATE_I,2015992102,100,00,,
     2.007279855,S0,1,90327,,UNC_M2M_DIRECTORY_LOOKUP.STATE_S,2015990108,100,00,,
     2.007279855,S0,1,28842,,UNC_M2M_DIRECTORY_LOOKUP.STATE_A,2015990003,100,00,,
     2.007279855,S0,1,20649,,UNC_M2M_DIRECTORY_UPDATE.ANY,2015989181,100,00,,
     2.007279855,S0,1,22367,,UNC_CHA_DIR_LOOKUP.SNP,16127908062,100,00,,
     2.007279855,S0,1,1566872847,,UNC_CHA_DIR_LOOKUP.NO_SNP,16127867390,100,00,,
     2.007279855,S1,1,1406549,,UNC_M2M_DIRECTORY_LOOKUP.STATE_I,2015978908,100,00,,
     2.007279855,S1,1,2216003,,UNC_M2M_DIRECTORY_LOOKUP.STATE_S,2015974898,100,00,,
     2.007279855,S1,1,148548,,UNC_M2M_DIRECTORY_LOOKUP.STATE_A,2015971240,100,00,,
     2.007279855,S1,1,37026,,UNC_M2M_DIRECTORY_UPDATE.ANY,2015970826,100,00,,
     2.007279855,S1,1,15666,,UNC_CHA_DIR_LOOKUP.SNP,16127724004,100,00,,
     2.007279855,S1,1,124650,,UNC_CHA_DIR_LOOKUP.NO_SNP,16127684838,100,00,,
     3.015277590,S0,1,1566196911,,UNC_M2M_DIRECTORY_LOOKUP.STATE_I,2016007111,100,00,,
