System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,SKT0dataIn,SKT0dataIn,SKT0dataIn (percent),SKT0dataIn (percent),SKT1dataIn,SKT1dataIn,SKT1dataIn (percent),SKT1dataIn (percent),SKT0trafficOut,SKT0trafficOut,SKT0trafficOut (percent),SKT0trafficOut (percent),SKT1trafficOut,SKT1trafficOut,SKT1trafficOut (percent),SKT1trafficOut (percent),SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),LLCRDMISSLAT (ns),UncFREQ (Ghz),UncFREQ (Ghz),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,LOCAL,PMM_RD,PMM_WR,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,TotalUPIin,UPItoMC,TotalUPIout,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,Proc Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),UncFREQ (Ghz),EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,
2025-12-17,11:07:16.907,0.01,1.06,0.01,1.02,0.55,4.06,0.84,0.72,0.0004,0.0030,0.93,0.70,50,0.00,0.00,1352.56,1277.60,2102.10,2.12,52.93,0.02,0.50,441.34,0.27,1374.58,0.93,99.07,0.00,100.00,0.00,0.00,91.43,27.12,128.91,2.40,0.02,1.13,0.02,1.10,0.46,3.34,0.84,0.73,0.0004,0.0027,  7296,349,349,0.54,0.28,86,0.00,0.00,45,1240.34,1094.84,2102.10,2.27,56.64,0.04,0.92,0.00,0.61,0.00,0.72,0.10,0.73,0.84,0.63,0.0009,0.0065, 21184,25,38,0.39,0.41,8,0.00,0.00,41,112.22,182.76,2102.10,1.23,30.70,0.00,0.08,108.53,109.26,  0%,  0%,111.46,112.09,  0%,  0%,344.39,343.33,  1%,  1%,343.50,343.36,  1%,  1%,1.48,98.52,0.00,100.00,0.00,0.00,0.38,99.62,0.00,100.00,0.00,0.00,50.25,41.17,13.56 ,13.55 ,124.74 ,152.53 ,2.40,2.40,
2025-12-17,11:07:17.907,0.01,0.77,0.02,1.01,1.28,12.04,0.88,0.61,0.0007,0.0065,1.99,1.21,48,0.00,0.00,1846.65,2408.16,2093.98,1.53,38.34,0.03,0.69,1008.95,0.32,2902.91,1.77,98.23,0.00,100.00,0.00,0.00,99.46,27.69,163.03,2.40,0.01,0.76,0.02,1.00,0.65,6.11,0.88,0.61,0.0007,0.0065,  7616,213,160,1.13,0.75,55,0.00,0.00,45,936.03,1226.18,2093.98,1.53,38.17,0.03,0.70,0.01,0.77,0.02,1.03,0.63,5.94,0.88,0.61,0.0007,0.0065, 21248,197,226,0.86,0.46,37,0.00,0.00,41,910.62,1181.98,2093.98,1.54,38.52,0.03,0.68,232.59,240.57,  1%,  1%,265.58,270.20,  1%,  1%,738.56,732.46,  3%,  3%,718.21,713.68,  3%,  3%,1.83,98.17,0.00,100.00,0.00,0.00,1.72,98.28,0.00,100.00,0.00,0.00,49.20,50.26,13.90 ,13.79 ,178.87 ,150.87 ,2.40,2.40,
2025-12-17,11:07:18.907,0.01,0.79,0.02,1.02,1.33,12.12,0.88,0.62,0.0007,0.0061,2.04,1.21,48,0.00,0.00,1986.96,2506.99,2094.73,1.59,39.63,0.03,0.74,1001.81,0.31,2878.74,1.84,98.16,0.00,100.00,0.00,0.00,99.65,27.75,159.73,2.40,0.02,0.79,0.02,1.03,0.68,6.57,0.88,0.63,0.0006,0.0061, 10176,199,178,1.19,0.75,56,0.00,0.00,45,1077.72,1360.34,2094.73,1.58,39.61,0.03,0.80,0.01,0.79,0.02,1.00,0.65,5.55,0.87,0.62,0.0007,0.0061, 22784,203,223,0.85,0.46,37,0.00,0.00,40,909.24,1146.65,2094.73,1.59,39.65,0.03,0.68,231.29,238.02,  1%,  1%,263.53,268.98,  1%,  1%,733.88,725.33,  3%,  3%,710.60,708.92,  3%,  3%,1.96,98.04,0.00,100.00,0.00,0.00,1.71,98.29,0.00,100.00,0.00,0.00,49.74,49.92,13.98 ,13.77 ,172.68 ,148.86 ,2.40,2.40,
2025-12-17,11:07:19.907,0.02,0.82,0.02,1.03,1.39,12.62,0.88,0.63,0.0006,0.0058,2.14,1.24,48,0.00,0.00,2187.44,2678.15,2095.53,1.63,40.84,0.03,0.82,1037.76,0.31,2970.73,1.93,98.07,0.00,100.00,0.00,0.00,100.12,27.83,157.16,2.40,0.02,0.82,0.02,1.05,0.72,6.85,0.88,0.63,0.0006,0.0058,  9792,240,199,1.24,0.77,56,0.00,0.00,44,1189.66,1446.90,2095.53,1.64,41.11,0.04,0.89,0.01,0.81,0.02,1.02,0.67,5.77,0.87,0.63,0.0007,0.0058, 21888,221,228,0.90,0.48,38,0.00,0.00,40,997.78,1231.25,2095.53,1.62,40.52,0.03,0.74,240.46,246.39,  1%,  1%,272.07,278.85,  1%,  1%,758.56,746.73,  3%,  3%,732.15,733.29,  3%,  3%,2.05,97.95,0.00,100.00,0.00,0.00,1.81,98.19,0.00,100.00,0.00,0.00,50.03,50.08,13.99 ,13.85 ,168.71 ,147.27 ,2.40,2.40,
2025-12-17,11:07:20.906,0.02,0.85,0.02,1.02,1.39,12.74,0.88,0.64,0.0006,0.0053,2.28,1.29,49,0.00,0.00,2400.24,2807.41,2093.80,1.71,42.75,0.04,0.90,1096.37,0.31,3118.67,2.05,97.95,0.00,100.00,0.00,0.00,100.70,27.89,154.09,2.40,0.02,0.86,0.02,1.03,0.72,6.83,0.88,0.64,0.0006,0.0053, 12928,267,206,1.29,0.79,56,0.00,0.00,45,1281.58,1485.10,2093.80,1.73,43.15,0.04,0.96,0.02,0.85,0.02,1.00,0.68,5.90,0.87,0.65,0.0006,0.0053, 22400,232,240,0.99,0.51,39,0.00,0.00,40,1118.66,1322.31,2093.80,1.69,42.30,0.03,0.83,256.58,261.81,  1%,  1%,285.28,292.70,  1%,  1%,795.59,781.63,  3%,  3%,769.01,772.43,  3%,  3%,2.14,97.86,0.00,100.00,0.00,0.00,1.96,98.04,0.00,100.00,0.00,0.00,50.20,50.50,14.01 ,13.88 ,164.37 ,144.99 ,2.40,2.40,
2025-12-17,11:07:21.906,0.02,0.89,0.02,1.04,1.43,12.58,0.87,0.66,0.0005,0.0048,2.48,1.38,49,0.00,0.00,2632.64,2949.97,2094.76,1.78,44.62,0.04,0.98,1175.35,0.30,3320.29,2.11,97.89,0.00,100.00,0.00,0.00,101.52,27.99,150.75,2.40,0.02,0.89,0.02,1.05,0.73,6.64,0.88,0.66,0.0005,0.0048, 12288,303,238,1.38,0.83,55,0.00,0.00,44,1376.67,1540.21,2094.76,1.79,44.69,0.04,1.03,0.02,0.89,0.02,1.03,0.70,5.94,0.87,0.66,0.0006,0.0047, 22464,257,277,1.10,0.55,41,0.00,0.00,40,1255.97,1409.75,2094.76,1.78,44.55,0.04,0.94,276.17,279.79,  1%,  1%,305.07,314.32,  1%,  1%,848.69,829.88,  3%,  3%,816.77,824.95,  3%,  3%,2.18,97.82,0.00,100.00,0.00,0.00,2.04,97.96,0.00,100.00,0.00,0.00,50.48,51.04,14.06 ,13.93 ,159.62 ,142.95 ,2.40,2.40,
2025-12-17,11:07:22.906,0.02,0.95,0.03,1.05,1.58,13.32,0.87,0.69,0.0005,0.0041,2.79,1.51,49,0.00,0.00,3266.43,3440.15,2094.90,1.90,47.48,0.05,1.22,1306.18,0.30,3652.50,2.44,97.56,0.00,100.00,0.00,0.00,103.32,28.22,147.71,2.40,0.03,0.96,0.03,1.06,0.80,6.90,0.87,0.69,0.0005,0.0040, 14272,346,297,1.51,0.89,54,0.00,0.00,45,1705.61,1784.96,2094.90,1.91,47.78,0.05,1.27,0.02,0.94,0.02,1.05,0.78,6.42,0.86,0.69,0.0005,0.0041, 21760,311,320,1.28,0.62,42,0.00,0.00,40,1560.81,1655.19,2094.90,1.89,47.15,0.05,1.16,311.84,311.95,  1%,  1%,334.83,347.55,  1%,  1%,934.98,906.53,  4%,  4%,896.48,914.51,  4%,  4%,2.52,97.48,0.00,100.00,0.00,0.00,2.36,97.64,0.00,100.00,0.00,0.00,51.36,51.96,14.17 ,14.05 ,155.22 ,140.89 ,2.40,2.40,
2025-12-17,11:07:23.906,0.03,1.03,0.03,1.07,1.63,13.75,0.87,0.72,0.0004,0.0034,3.28,1.69,49,0.00,0.00,4103.63,3968.66,2094.82,2.07,51.70,0.06,1.53,1488.50,0.30,4114.97,2.76,97.24,0.00,100.00,0.00,0.00,105.48,28.48,145.25,2.40,0.03,1.03,0.03,1.08,0.83,7.14,0.87,0.72,0.0004,0.0033, 15744,419,359,1.75,0.98,54,0.00,0.00,45,2135.10,2066.94,2094.82,2.07,51.65,0.06,1.59,0.03,1.04,0.03,1.07,0.79,6.61,0.87,0.72,0.0004,0.0034, 22464,385,382,1.53,0.72,43,0.00,0.00,40,1968.52,1901.72,2094.82,2.07,51.76,0.06,1.47,363.17,357.89,  1%,  1%,374.66,392.77,  1%,  1%,1054.64,1011.70,  4%,  4%,1007.96,1040.67,  4%,  4%,2.86,97.14,0.00,100.00,0.00,0.00,2.66,97.34,0.00,100.00,0.00,0.00,52.38,53.10,14.28 ,14.20 ,150.59 ,140.07 ,2.40,2.40,
2025-12-17,11:07:24.906,0.04,1.13,0.04,1.09,1.85,15.36,0.87,0.77,0.0003,0.0026,4.42,2.15,50,0.00,0.00,5918.84,5248.90,2094.75,2.26,56.38,0.09,2.21,1947.65,0.30,5274.11,3.61,96.39,0.00,100.00,0.00,0.00,110.41,29.12,143.62,2.40,0.05,1.13,0.04,1.09,0.95,8.02,0.87,0.77,0.0003,0.0026, 18240,614,563,2.29,1.19,54,0.00,0.00,44,3087.76,2724.40,2094.75,2.27,56.67,0.09,2.30,0.04,1.12,0.04,1.08,0.90,7.34,0.86,0.76,0.0003,0.0026, 21568,572,582,2.14,0.96,45,0.00,0.00,40,2831.09,2524.50,2094.75,2.24,56.07,0.08,2.11,486.58,469.60,  2%,  2%,480.62,510.85,  2%,  2%,1355.36,1281.21,  6%,  5%,1286.75,1350.79,  6%,  6%,3.74,96.26,0.00,100.00,0.00,0.00,3.47,96.53,0.00,100.00,0.00,0.00,54.63,55.77,14.59 ,14.53 ,146.82 ,140.43 ,2.40,2.40,
