,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2026-08-18,17:44:03.548, 1048.24, 1497.10,    0.00,    0.00, 1050.09, 1498.94,    0.00,    0.00, 1046.65, 1494.64,    0.00,    0.00, 1014.83, 1456.31,    0.00,    0.00, 1016.75, 1459.15,    0.00,    0.00, 1018.95, 1461.32,    0.00,    0.00, 6195.51, 8867.46,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,15062.97,    3.74,    8.21,    0.00,    0.00,    3.75,    8.26,    0.00,    0.00,    3.95,    8.35,    0.00,    0.00,    3.43,    8.43,    0.00,    0.00,    3.39,    8.38,    0.00,    0.00,    3.33,    8.32,    0.00,    0.00,   21.60,   49.95,    0.00,    0.00,    0.91,    0.90,    0.00,    0.00,   71.54,   6217.11,   8917.41,      0.00,      0.00,   6217.11,   8917.41,  15134.52
2026-08-18,17:44:04.047,    5.12,    6.79,    0.00,    0.00,    5.20,    6.87,    0.00,    0.00,    5.03,    6.77,    0.00,    0.00,    4.63,    6.67,    0.00,    0.00,    4.61,    6.70,    0.00,    0.00,    4.76,    6.83,    0.00,    0.00,   29.36,   40.62,    0.00,    0.00,    0.91,    0.91,    0.00,    0.00,   69.98,    7.53,    4.65,    0.00,    0.00,    7.62,    4.70,    0.00,    0.00,    7.62,    4.74,    0.00,    0.00,    6.98,    4.15,    0.00,    0.00,    6.99,    4.18,    0.00,    0.00,    7.01,    4.22,    0.00,    0.00,   43.75,   26.65,    0.00,    0.00,    0.95,    0.94,    0.00,    0.00,   70.40,     73.11,     67.27,      0.00,      0.00,     73.11,     67.27,    140.39
2026-08-18,17:44:04.547,    1.23,    1.25,    0.00,    0.00,    1.19,    1.20,    0.00,    0.00,    1.15,    1.16,    0.00,    0.00,    1.02,    1.06,    0.00,    0.00,    1.00,    1.04,    0.00,    0.00,    1.05,    1.09,    0.00,    0.00,    6.63,    6.80,    0.00,    0.00,    0.62,    0.57,    0.00,    0.00,   13.43,    1.06,    0.84,    0.00,    0.00,    1.14,    0.89,    0.00,    0.00,    1.15,    0.91,    0.00,    0.00,    0.90,    0.72,    0.00,    0.00,    0.94,    0.76,    0.00,    0.00,    0.94,    0.77,    0.00,    0.00,    6.13,    4.88,    0.00,    0.00,    0.63,    0.56,    0.00,    0.00,   11.02,     12.77,     11.68,      0.00,      0.00,     12.77,     11.68,     24.45
2026-08-18,17:44:05.048,    2.36,    1.68,    0.00,    0.00,    2.48,    1.77,    0.00,    0.00,    2.32,    1.62,    0.00,    0.00,    1.95,    1.44,    0.00,    0.00,    1.94,    1.44,    0.00,    0.00,    2.06,    1.51,    0.00,    0.00,   13.11,    9.45,    0.00,    0.00,    0.82,    0.79,    0.00,    0.00,   22.56,    1.71,    1.12,    0.00,    0.00,    1.75,    1.16,    0.00,    0.00,    1.81,    1.21,    0.00,    0.00,    1.37,    0.88,    0.00,    0.00,    1.43,    0.91,    0.00,    0.00,    1.41,    0.92,    0.00,    0.00,    9.50,    6.21,    0.00,    0.00,    0.77,    0.71,    0.00,    0.00,   15.71,     22.61,     15.66,      0.00,      0.00,     22.61,     15.66,     38.27
2026-08-18,17:44:05.548,    2.85,    2.95,    0.00,    0.00,    2.88,    2.95,    0.00,    0.00,    2.81,    2.88,    0.00,    0.00,    2.57,    2.86,    0.00,    0.00,    2.51,    2.77,    0.00,    0.00,    2.62,    2.87,    0.00,    0.00,   16.24,   17.29,    0.00,    0.00,    0.84,    0.83,    0.00,    0.00,   33.53,    3.74,    5.11,    0.00,    0.00,    3.91,    5.19,    0.00,    0.00,    3.89,    5.17,    0.00,    0.00,    3.19,    4.84,    0.00,    0.00,    3.24,    4.89,    0.00,    0.00,    3.25,    4.93,    0.00,    0.00,   21.23,   30.14,    0.00,    0.00,    0.89,    0.87,    0.00,    0.00,   51.37,     37.48,     47.43,      0.00,      0.00,     37.48,     47.43,     84.90
2026-08-18,17:44:06.048,    3.65,    2.67,    0.00,    0.00,    3.78,    2.79,    0.00,    0.00,    3.60,    2.67,    0.00,    0.00,    3.15,    2.44,    0.00,    0.00,    3.14,    2.39,    0.00,    0.00,    3.27,    2.54,    0.00,    0.00,   20.60,   15.49,    0.00,    0.00,    0.88,    0.87,    0.00,    0.00,   36.09,    4.43,    2.07,    0.00,    0.00,    4.48,    2.10,    0.00,    0.00,    4.55,    2.18,    0.00,    0.00,    3.98,    1.74,    0.00,    0.00,    3.97,    1.73,    0.00,    0.00,    4.02,    1.75,    0.00,    0.00,   25.44,   11.56,    0.00,    0.00,    0.91,    0.90,    0.00,    0.00,   37.01,     46.04,     27.05,      0.00,      0.00,     46.04,     27.05,     73.09
2026-08-18,17:44:06.548,    1.66,    1.87,    0.00,    0.00,    1.73,    1.88,    0.00,    0.00,    1.61,    1.80,    0.00,    0.00,    1.44,    1.75,    0.00,    0.00,    1.42,    1.70,    0.00,    0.00,    1.47,    1.74,    0.00,    0.00,    9.32,   10.76,    0.00,    0.00,    0.74,    0.70,    0.00,    0.00,   20.08,    4.13,    2.78,    0.00,    0.00,    4.33,    2.93,    0.00,    0.00,    4.41,    3.10,    0.00,    0.00,    4.04,    2.81,    0.00,    0.00,    4.15,    2.89,    0.00,    0.00,    3.87,    2.54,    0.00,    0.00,   24.94,   17.05,    0.00,    0.00,    0.94,    0.93,    0.00,    0.00,   42.00,     34.26,     27.81,      0.00,      0.00,     34.26,     27.81,     62.07
2026-08-18,17:44:07.048,    2.74,    1.90,    0.00,    0.00,    2.86,    1.93,    0.00,    0.00,    2.71,    1.82,    0.00,    0.00,    2.22,    1.55,    0.00,    0.00,    2.16,    1.48,    0.00,    0.00,    2.31,    1.61,    0.00,    0.00,   15.00,   10.31,    0.00,    0.00,    0.84,    0.80,    0.00,    0.00,   25.31,    1.76,    1.34,    0.00,    0.00,    1.90,    1.42,    0.00,    0.00,    1.91,    1.48,    0.00,    0.00,    1.35,    1.01,    0.00,    0.00,    1.44,    1.05,    0.00,    0.00,    1.41,    1.03,    0.00,    0.00,    9.78,    7.33,    0.00,    0.00,    0.80,    0.72,    0.00,    0.00,   17.11,     24.78,     17.64,      0.00,      0.00,     24.78,     17.64,     42.42
2026-08-18,17:44:07.548,    1.74,    1.10,    0.00,    0.00,    1.81,    1.13,    0.00,    0.00,    1.74,    1.09,    0.00,    0.00,    1.46,    0.96,    0.00,    0.00,    1.43,    0.95,    0.00,    0.00,    1.54,    0.99,    0.00,    0.00,    9.72,    6.22,    0.00,    0.00,    0.74,    0.70,    0.00,    0.00,   15.94,    1.59,    1.08,    0.00,    0.00,    1.67,    1.14,    0.00,    0.00,    1.69,    1.16,    0.00,    0.00,    1.35,    0.90,    0.00,    0.00,    1.41,    0.94,    0.00,    0.00,    1.40,    0.93,    0.00,    0.00,    9.11,    6.15,    0.00,    0.00,    0.75,    0.70,    0.00,    0.00,   15.25,     18.83,     12.37,      0.00,      0.00,     18.83,     12.37,     31.19
