,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2026-03-15,10:04:51.644,  679.01,  986.04,    0.00,    0.00,  678.83,  985.59,    0.00,    0.00,  678.15,  984.41,    0.00,    0.00,,,,,  675.14,  977.80,    0.00,    0.00,  674.89,  977.60,    0.00,    0.00,  674.22,  976.47,    0.00,    0.00,,,,, 4060.25, 5887.89,    0.00,    0.00, 9948.14,   18.82,   17.16,    0.00,    0.00,   18.73,   16.96,    0.00,    0.00,   18.81,   16.95,    0.00,    0.00,,,,,   17.61,   16.34,    0.00,    0.00,   17.64,   16.67,    0.00,    0.00,   17.56,   16.47,    0.00,    0.00,,,,,  109.17,  100.55,    0.00,    0.00,  209.72,   4169.42,   5988.44,      0.00,      0.00,   4169.42,   5988.44,  10157.86
2026-03-15,10:04:52.644,   35.51,   28.15,    0.00,    0.00,   35.50,   28.13,    0.00,    0.00,   35.75,   28.30,    0.00,    0.00,,,,,   35.06,   27.58,    0.00,    0.00,   35.17,   27.66,    0.00,    0.00,   34.95,   27.53,    0.00,    0.00,,,,,  211.95,  167.36,    0.00,    0.00,  379.30,    7.13,    3.91,    0.00,    0.00,    7.08,    3.80,    0.00,    0.00,    7.09,    3.77,    0.00,    0.00,,,,,    6.67,    3.38,    0.00,    0.00,    6.77,    3.60,    0.00,    0.00,    6.67,    3.47,    0.00,    0.00,,,,,   41.42,   21.92,    0.00,    0.00,   63.35,    253.37,    189.28,      0.00,      0.00,    253.37,    189.28,    442.65
2026-03-15,10:04:53.644,   23.39,   15.20,    0.00,    0.00,   23.35,   15.08,    0.00,    0.00,   23.38,   15.26,    0.00,    0.00,,,,,   22.77,   14.62,    0.00,    0.00,   22.76,   14.62,    0.00,    0.00,   22.76,   14.56,    0.00,    0.00,,,,,  138.41,   89.34,    0.00,    0.00,  227.75,    8.51,    4.27,    0.00,    0.00,    8.42,    4.08,    0.00,    0.00,    8.41,    3.97,    0.00,    0.00,,,,,    8.01,    3.53,    0.00,    0.00,    8.07,    3.67,    0.00,    0.00,    8.02,    3.55,    0.00,    0.00,,,,,   49.44,   23.07,    0.00,    0.00,   72.51,    187.85,    112.41,      0.00,      0.00,    187.85,    112.41,    300.26
2026-03-15,10:04:54.645,   26.77,   20.22,    0.00,    0.00,   26.64,   20.13,    0.00,    0.00,   26.81,   20.20,    0.00,    0.00,,,,,   26.44,   19.78,    0.00,    0.00,   26.49,   19.85,    0.00,    0.00,   26.49,   19.83,    0.00,    0.00,,,,,  159.65,  120.01,    0.00,    0.00,  279.66,    2.70,    2.86,    0.00,    0.00,    2.68,    2.82,    0.00,    0.00,    2.69,    2.88,    0.00,    0.00,,,,,    2.35,    2.44,    0.00,    0.00,    2.39,    2.69,    0.00,    0.00,    2.37,    2.48,    0.00,    0.00,,,,,   15.17,   16.17,    0.00,    0.00,   31.34,    174.82,    136.17,      0.00,      0.00,    174.82,    136.17,    311.00
2026-03-15,10:04:55.644,   18.21,   13.83,    0.00,    0.00,   18.09,   13.74,    0.00,    0.00,   18.19,   13.82,    0.00,    0.00,,,,,   17.93,   13.48,    0.00,    0.00,   17.98,   13.50,    0.00,    0.00,   17.95,   13.52,    0.00,    0.00,,,,,  108.35,   81.89,    0.00,    0.00,  190.24,    2.05,    2.47,    0.00,    0.00,    1.96,    2.33,    0.00,    0.00,    2.03,    2.34,    0.00,    0.00,,,,,    1.76,    2.05,    0.00,    0.00,    1.84,    2.23,    0.00,    0.00,    1.78,    2.08,    0.00,    0.00,,,,,   11.41,   13.49,    0.00,    0.00,   24.90,    119.76,     95.38,      0.00,      0.00,    119.76,     95.38,    215.14
2026-03-15,10:04:56.645,   22.50,   17.38,    0.00,    0.00,   22.37,   17.25,    0.00,    0.00,   22.56,   17.46,    0.00,    0.00,,,,,   22.11,   16.93,    0.00,    0.00,   22.28,   17.03,    0.00,    0.00,   22.19,   16.98,    0.00,    0.00,,,,,  134.00,  103.02,    0.00,    0.00,  237.02,    3.16,    3.25,    0.00,    0.00,    3.11,    3.11,    0.00,    0.00,    3.13,    3.09,    0.00,    0.00,,,,,    2.70,    2.68,    0.00,    0.00,    2.73,    2.88,    0.00,    0.00,    2.69,    2.71,    0.00,    0.00,,,,,   17.53,   17.72,    0.00,    0.00,   35.25,    151.53,    120.74,      0.00,      0.00,    151.53,    120.74,    272.27
2026-03-15,10:04:57.645,   18.01,   19.91,    0.00,    0.00,   17.97,   19.73,    0.00,    0.00,   18.07,   19.89,    0.00,    0.00,,,,,   18.30,   19.21,    0.00,    0.00,   18.34,   19.28,    0.00,    0.00,   18.34,   19.25,    0.00,    0.00,,,,,  109.04,  117.26,    0.00,    0.00,  226.30,    2.00,    2.19,    0.00,    0.00,    1.95,    2.10,    0.00,    0.00,    1.96,    2.10,    0.00,    0.00,,,,,    1.69,    1.80,    0.00,    0.00,    1.76,    1.97,    0.00,    0.00,    1.72,    1.85,    0.00,    0.00,,,,,   11.09,   12.03,    0.00,    0.00,   23.12,    120.13,    129.29,      0.00,      0.00,    120.13,    129.29,    249.42
2026-03-15,10:04:58.646,   27.33,   24.59,    0.00,    0.00,   27.31,   24.57,    0.00,    0.00,   27.33,   24.61,    0.00,    0.00,,,,,   27.39,   24.11,    0.00,    0.00,   27.41,   24.14,    0.00,    0.00,   27.36,   24.02,    0.00,    0.00,,,,,  164.13,  146.04,    0.00,    0.00,  310.16,    2.93,    2.31,    0.00,    0.00,    2.92,    2.29,    0.00,    0.00,    2.93,    2.29,    0.00,    0.00,,,,,    2.56,    1.94,    0.00,    0.00,    2.60,    2.09,    0.00,    0.00,    2.57,    1.96,    0.00,    0.00,,,,,   16.52,   12.89,    0.00,    0.00,   29.41,    180.64,    158.93,      0.00,      0.00,    180.64,    158.93,    339.57
2026-03-15,10:04:59.646,   25.60,   25.78,    0.00,    0.00,   25.55,   25.73,    0.00,    0.00,   25.65,   25.78,    0.00,    0.00,,,,,   25.61,   25.46,    0.00,    0.00,   25.65,   25.52,    0.00,    0.00,   25.61,   25.51,    0.00,    0.00,,,,,  153.68,  153.78,    0.00,    0.00,  307.46,    1.80,    2.13,    0.00,    0.00,    1.77,    2.04,    0.00,    0.00,    1.75,    2.06,    0.00,    0.00,,,,,    1.53,    1.82,    0.00,    0.00,    1.60,    1.94,    0.00,    0.00,    1.55,    1.86,    0.00,    0.00,,,,,    9.99,   11.86,    0.00,    0.00,   21.85,    163.67,    165.65,      0.00,      0.00,    163.67,    165.65,    329.31
