System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 2,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,Socket 3,SKT0dataIn,SKT0dataIn,SKT0dataIn,SKT0dataIn (percent),SKT0dataIn (percent),SKT0dataIn (percent),SKT1dataIn,SKT1dataIn,SKT1dataIn,SKT1dataIn (percent),SKT1dataIn (percent),SKT1dataIn (percent),SKT2dataIn,SKT2dataIn,SKT2dataIn,SKT2dataIn (percent),SKT2dataIn (percent),SKT2dataIn (percent),SKT3dataIn,SKT3dataIn,SKT3dataIn,SKT3dataIn (percent),SKT3dataIn (percent),SKT3dataIn (percent),SKT0trafficOut,SKT0trafficOut,SKT0trafficOut,SKT0trafficOut (percent),SKT0trafficOut (percent),SKT0trafficOut (percent),SKT1trafficOut,SKT1trafficOut,SKT1trafficOut,SKT1trafficOut (percent),SKT1trafficOut (percent),SKT1trafficOut (percent),SKT2trafficOut,SKT2trafficOut,SKT2trafficOut,SKT2trafficOut (percent),SKT2trafficOut (percent),SKT2trafficOut (percent),SKT3trafficOut,SKT3trafficOut,SKT3trafficOut,SKT3trafficOut (percent),SKT3trafficOut (percent),SKT3trafficOut (percent),SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,SKT2 Core C-State,SKT2 Core C-State,SKT2 Core C-State,SKT2 Package C-State,SKT2 Package C-State,SKT2 Package C-State,SKT3 Core C-State,SKT3 Core C-State,SKT3 Core C-State,SKT3 Package C-State,SKT3 Package C-State,SKT3 Package C-State,Proc Energy (Joules),Proc Energy (Joules),Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz),UncFREQ (Ghz),UncFREQ (Ghz),UncFREQ (Ghz),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,LOCAL,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,TotalUPIin,UPItoMC,TotalUPIout,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz),EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LOCAL,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,UPI0,UPI1,UPI2,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,SKT0,SKT1,SKT2,SKT3,SKT0,SKT1,SKT2,SKT3,SKT0,SKT1,SKT2,SKT3,
2026-08-16,19:32:03.338,0.01,1.09,0.01,0.94,2.70,4.90,0.45,0.0012,0.0022,0.46,0.49,29,2217.98,2041.65,2103.58,2.17,54.32,0.02,0.41,524.35,0.55,1497.23,0.81,1.80,97.39,31.28,68.70,0.02,201.70,28.07,2.32,0.00,0.77,0.00,0.59,0.05,0.52,0.90,0.0006,0.0059, 14720,0.16,0.19,11,49,87.85,113.70,2103.58,1.55,38.63,0.00,0.07,0.00,0.24,0.00,0.60,0.01,0.05,0.72,0.0027,0.0099, 22016,0.08,0.10,2,48,5.32,22.61,2103.58,0.47,11.77,0.00,0.00,0.03,1.13,0.03,1.00,2.61,4.21,0.38,0.0012,0.0020, 21120,0.12,0.09,91,55,2116.06,1870.12,2103.58,2.26,56.58,0.06,1.57,0.00,0.25,0.00,0.56,0.02,0.12,0.81,0.0025,0.0136, 20800,0.10,0.11,1,56,8.74,35.22,2103.58,0.50,12.41,0.00,0.01,3.42,2.29,89.82,  0%,  0%,  0%,5.79,46.78,2.14,  0%,  0%,  0%,71.24,96.20,149.03,  0%,  0%,  0%,54.40,2.69,0.55,  0%,  0%,  0%,59.46,56.63,301.92,  0%,  0%,  1%,51.29,144.87,32.42,  0%,  0%,  0%,134.09,166.07,270.46,  0%,  0%,  1%,188.59,59.43,31.99,  0%,  0%,  0%,0.29,1.82,97.90,21.88,78.11,0.02,0.06,0.54,99.40,5.50,94.48,0.02,2.79,3.89,93.33,87.79,12.19,0.02,0.09,0.96,98.95,9.95,90.04,0.02,47.41,51.97,53.05,49.27,7.19 ,5.51 ,10.42 ,4.95 ,2.31,2.30,2.39,2.30,
2026-08-16,19:32:04.338,0.01,1.52,0.00,0.89,0.31,3.00,0.90,0.0002,0.0016,0.11,0.29,93,1906.39,1252.21,2093.97,3.04,76.12,0.01,0.36,25.80,0.06,593.49,0.53,1.44,98.04,24.38,74.21,1.40,196.57,26.18,2.29,0.03,1.58,0.02,0.91,0.27,2.86,0.90,0.0001,0.0015,  9856,0.09,0.26,99,49,1890.40,1195.83,2093.97,3.16,79.04,0.06,1.41,0.00,0.24,0.00,0.57,0.01,0.05,0.81,0.0018,0.0096, 21824,0.01,0.01,17,49,5.20,21.78,2093.97,0.48,11.94,0.00,0.00,0.00,0.34,0.00,0.58,0.01,0.04,0.72,0.0019,0.0071, 20096,0.01,0.01,14,55,5.86,17.25,2093.97,0.68,16.98,0.00,0.00,0.00,0.28,0.00,0.57,0.01,0.05,0.74,0.0026,0.0100, 21120,0.01,0.01,24,56,4.93,17.35,2093.97,0.57,14.21,0.00,0.00,3.38,3.38,7.05,  0%,  0%,  0%,3.05,0.60,0.57,  0%,  0%,  0%,0.91,0.79,3.56,  0%,  0%,  0%,1.05,1.18,0.29,  0%,  0%,  0%,96.45,97.94,102.54,  0%,  0%,  0%,90.33,3.31,2.29,  0%,  0%,  0%,3.07,3.79,97.15,  0%,  0%,  0%,3.62,90.50,2.50,  0%,  0%,  0%,1.96,4.64,93.40,89.47,9.22,1.31,0.06,0.44,99.51,3.31,95.31,1.37,0.04,0.32,99.63,2.30,96.15,1.56,0.05,0.34,99.61,2.46,96.17,1.37,50.95,50.89,46.59,48.13,10.58 ,5.17 ,5.88 ,4.55 ,2.37,2.27,2.26,2.27,
2026-08-16,19:32:05.338,0.00,0.36,0.00,0.53,0.08,0.63,0.87,0.0009,0.0067,0.05,0.34,96,94.60,262.45,2096.08,0.72,18.02,0.00,0.02,14.43,0.04,722.46,0.19,1.39,98.43,20.46,76.12,3.43,190.97,24.54,2.24,0.00,0.37,0.00,0.52,0.06,0.50,0.88,0.0007,0.0063,  4416,0.03,0.33,99,50,79.56,215.48,2096.08,0.74,18.46,0.00,0.06,0.00,0.30,0.00,0.53,0.01,0.05,0.83,0.0014,0.0090, 22016,0.00,0.00,28,49,5.40,18.02,2096.08,0.60,14.98,0.00,0.00,0.00,0.37,0.00,0.53,0.01,0.04,0.78,0.0016,0.0077, 19840,0.01,0.01,21,55,5.81,15.72,2096.08,0.74,18.49,0.00,0.00,0.00,0.29,0.00,0.53,0.01,0.04,0.75,0.0025,0.0104, 21248,0.01,0.00,25,56,3.83,13.24,2096.08,0.58,14.45,0.00,0.00,2.04,1.97,3.28,  0%,  0%,  0%,1.33,0.64,0.48,  0%,  0%,  0%,0.96,0.62,0.93,  0%,  0%,  0%,0.94,0.96,0.29,  0%,  0%,  0%,122.27,121.28,122.32,  0%,  0%,  0%,112.53,2.94,1.67,  0%,  0%,  0%,2.61,2.95,115.30,  0%,  0%,  0%,2.72,114.06,1.82,  0%,  0%,  0%,0.61,4.66,94.72,73.52,23.26,3.21,0.05,0.36,99.59,3.60,93.05,3.34,0.04,0.30,99.66,2.46,93.76,3.77,0.04,0.23,99.73,2.24,94.39,3.37,48.76,49.86,45.51,46.84,9.24 ,5.06 ,5.77 ,4.47 ,2.32,2.22,2.21,2.22,
2026-08-16,19:32:06.339,0.00,0.37,0.00,0.53,0.07,0.62,0.89,0.0007,0.0066,0.05,0.35,97,93.92,254.67,2095.84,0.74,18.44,0.00,0.02,12.53,0.03,724.56,0.18,1.40,98.42,20.65,76.36,3.00,191.54,24.85,2.25,0.00,0.38,0.00,0.53,0.05,0.50,0.90,0.0006,0.0062,  4224,0.03,0.33,99,49,79.95,212.45,2095.84,0.75,18.82,0.00,0.06,0.00,0.31,0.00,0.53,0.01,0.06,0.85,0.0017,0.0118, 21760,0.00,0.00,30,50,4.98,16.13,2095.84,0.62,15.45,0.00,0.00,0.00,0.39,0.00,0.57,0.01,0.04,0.81,0.0012,0.0065, 19392,0.01,0.01,21,56,5.52,14.16,2095.84,0.78,19.49,0.00,0.00,0.00,0.29,0.00,0.55,0.01,0.03,0.80,0.0019,0.0099, 20992,0.00,0.00,24,56,3.46,11.93,2095.84,0.58,14.52,0.00,0.00,1.76,1.84,3.04,  0%,  0%,  0%,1.24,0.57,0.29,  0%,  0%,  0%,0.80,0.50,0.74,  0%,  0%,  0%,0.76,0.83,0.16,  0%,  0%,  0%,123.10,122.25,123.35,  0%,  0%,  0%,113.04,2.57,1.27,  0%,  0%,  0%,2.38,2.59,115.90,  0%,  0%,  0%,2.38,114.38,1.35,  0%,  0%,  0%,0.60,4.83,94.58,75.00,22.21,2.80,0.04,0.34,99.62,3.21,93.85,2.93,0.04,0.22,99.74,2.30,94.38,3.32,0.03,0.21,99.76,2.08,94.99,2.93,48.88,50.07,45.65,46.94,9.41 ,5.09 ,5.83 ,4.52 ,2.33,2.23,2.22,2.23,
2026-08-16,19:32:07.339,0.00,0.37,0.00,0.53,0.07,0.63,0.89,0.0007,0.0067,0.05,0.34,97,93.97,255.21,2095.85,0.74,18.41,0.00,0.02,12.25,0.03,715.69,0.18,1.37,98.45,20.06,76.09,3.86,188.62,24.33,2.22,0.00,0.38,0.00,0.53,0.05,0.51,0.91,0.0006,0.0064,  3584,0.03,0.33,99,50,80.02,212.88,2095.85,0.75,18.79,0.00,0.06,0.00,0.30,0.00,0.52,0.01,0.04,0.84,0.0015,0.0095, 21312,0.00,0.00,28,50,4.64,15.60,2095.85,0.60,14.88,0.00,0.00,0.00,0.40,0.00,0.55,0.01,0.04,0.79,0.0014,0.0065, 19712,0.01,0.01,25,56,5.95,14.79,2095.85,0.80,20.12,0.00,0.00,0.00,0.28,0.00,0.53,0.01,0.03,0.80,0.0019,0.0098, 21184,0.00,0.00,23,57,3.36,11.94,2095.85,0.56,14.07,0.00,0.00,1.79,1.98,2.54,  0%,  0%,  0%,1.28,0.49,0.17,  0%,  0%,  0%,0.85,0.44,0.91,  0%,  0%,  0%,0.80,0.86,0.14,  0%,  0%,  0%,121.47,120.66,121.61,  0%,  0%,  0%,112.15,2.67,1.18,  0%,  0%,  0%,2.36,2.55,114.25,  0%,  0%,  0%,2.29,113.28,1.23,  0%,  0%,  0%,0.60,4.67,94.73,72.37,24.02,3.62,0.04,0.32,99.64,3.22,93.00,3.78,0.04,0.26,99.70,2.50,93.25,4.24,0.03,0.23,99.73,2.14,94.08,3.78,48.13,49.23,45.01,46.24,9.08 ,5.05 ,5.74 ,4.46 ,2.29,2.19,2.18,2.19,
2026-08-16,19:32:08.339,0.00,0.36,0.00,0.55,0.11,0.75,0.85,0.0010,0.0066,0.06,0.35,95,113.35,313.21,2095.14,0.72,18.09,0.00,0.02,20.99,0.05,742.46,0.21,1.91,97.88,22.29,73.81,3.90,190.77,24.37,2.23,0.00,0.37,0.00,0.54,0.06,0.54,0.89,0.0007,0.0065,  4864,0.03,0.33,99,50,82.49,223.25,2095.14,0.74,18.48,0.00,0.06,0.00,0.31,0.00,0.51,0.01,0.06,0.78,0.0018,0.0083, 21824,0.01,0.01,25,50,6.83,22.25,2095.14,0.61,15.35,0.00,0.01,0.00,0.36,0.00,0.53,0.01,0.04,0.77,0.0015,0.0068, 19392,0.01,0.01,19,56,6.61,18.14,2095.14,0.73,18.23,0.00,0.00,0.00,0.35,0.00,0.65,0.03,0.11,0.71,0.0018,0.0063, 21632,0.01,0.01,57,57,17.41,49.58,2095.14,0.70,17.55,0.00,0.01,4.13,2.20,2.73,  0%,  0%,  0%,1.60,0.63,2.21,  0%,  0%,  0%,1.06,1.89,0.87,  0%,  0%,  0%,1.24,1.81,0.63,  0%,  0%,  0%,125.90,121.56,121.69,  0%,  0%,  0%,112.79,3.20,4.07,  0%,  0%,  0%,2.86,5.02,114.47,  0%,  0%,  0%,5.65,119.79,5.45,  0%,  0%,  0%,0.61,5.02,94.36,72.02,24.30,3.68,0.06,0.53,99.40,5.51,90.68,3.82,0.05,0.46,99.49,4.81,90.92,4.28,0.11,1.63,98.26,6.83,89.35,3.82,48.62,49.85,45.38,46.92,9.03 ,5.05 ,5.70 ,4.58 ,2.31,2.21,2.20,2.21,
2026-08-16,19:32:09.339,0.00,0.36,0.00,0.54,0.07,0.65,0.89,0.0008,0.0068,0.05,0.35,96,95.57,268.51,2095.14,0.71,17.80,0.00,0.02,14.96,0.04,722.06,0.19,1.36,98.45,19.55,76.11,4.34,189.23,24.09,2.22,0.00,0.37,0.00,0.54,0.05,0.52,0.90,0.0006,0.0064,  6528,0.03,0.33,99,50,81.14,219.52,2095.14,0.74,18.48,0.00,0.06,0.00,0.26,0.00,0.53,0.01,0.05,0.84,0.0016,0.0100, 21440,0.00,0.00,27,50,4.53,17.19,2095.14,0.53,13.16,0.00,0.00,0.00,0.38,0.00,0.53,0.01,0.04,0.81,0.0012,0.0066, 19392,0.01,0.01,14,56,5.59,14.88,2095.14,0.75,18.79,0.00,0.00,0.00,0.26,0.00,0.50,0.01,0.04,0.81,0.0019,0.0101, 21440,0.01,0.00,29,57,4.32,16.92,2095.14,0.51,12.76,0.00,0.00,2.13,1.90,3.21,  0%,  0%,  0%,1.25,0.47,0.28,  0%,  0%,  0%,0.70,0.52,2.45,  0%,  0%,  0%,0.85,1.02,0.20,  0%,  0%,  0%,121.28,120.07,124.33,  0%,  0%,  0%,111.57,3.04,1.41,  0%,  0%,  0%,2.86,3.40,116.16,  0%,  0%,  0%,3.07,113.38,1.49,  0%,  0%,  0%,0.60,4.54,94.86,70.49,25.43,4.07,0.05,0.34,99.62,2.97,92.79,4.24,0.04,0.25,99.70,2.28,92.93,4.79,0.05,0.32,99.63,2.45,93.29,4.25,48.35,49.52,45.01,46.35,8.88 ,5.01 ,5.73 ,4.47 ,2.30,2.20,2.19,2.20,
2026-08-16,19:32:10.339,0.00,0.36,0.00,0.54,0.06,0.61,0.90,0.0007,0.0066,0.04,0.34,97,92.49,255.92,2095.30,0.72,18.07,0.00,0.02,12.63,0.03,709.60,0.18,1.23,98.59,18.99,76.29,4.72,188.19,23.86,2.21,0.00,0.37,0.00,0.54,0.04,0.49,0.92,0.0005,0.0063,  5888,0.03,0.33,99,50,78.73,213.10,2095.30,0.74,18.47,0.00,0.06,0.00,0.28,0.00,0.58,0.01,0.04,0.84,0.0014,0.0092, 20416,0.00,0.00,32,51,4.34,15.63,2095.30,0.56,13.88,0.00,0.00,0.00,0.38,0.00,0.59,0.01,0.04,0.82,0.0012,0.0064, 19328,0.01,0.01,21,56,5.56,14.80,2095.30,0.75,18.79,0.00,0.00,0.00,0.31,0.00,0.51,0.01,0.04,0.77,0.0021,0.0096, 21248,0.01,0.00,36,57,3.85,12.40,2095.30,0.62,15.54,0.00,0.00,1.72,3.26,1.92,  0%,  0%,  0%,1.04,0.47,0.25,  0%,  0%,  0%,0.71,0.56,0.97,  0%,  0%,  0%,0.73,0.84,0.15,  0%,  0%,  0%,120.30,119.57,119.81,  0%,  0%,  0%,112.90,2.30,1.25,  0%,  0%,  0%,2.11,2.50,112.26,  0%,  0%,  0%,2.40,112.87,1.33,  0%,  0%,  0%,0.59,4.22,95.19,68.70,26.86,4.44,0.04,0.28,99.68,3.03,92.33,4.64,0.04,0.22,99.75,2.15,92.66,5.18,0.04,0.21,99.75,2.06,93.31,4.63,48.07,49.25,44.81,46.06,8.74 ,5.00 ,5.69 ,4.43 ,2.29,2.19,2.17,2.19,
2026-08-16,19:32:11.339,0.00,0.36,0.00,0.53,0.06,0.62,0.90,0.0007,0.0066,0.04,0.34,97,93.93,259.64,2095.25,0.72,18.09,0.00,0.02,11.69,0.03,715.41,0.18,1.39,98.43,20.59,75.83,3.59,190.38,24.39,2.24,0.00,0.37,0.00,0.53,0.04,0.49,0.91,0.0005,0.0062,  5824,0.03,0.33,99,50,79.77,214.31,2095.25,0.74,18.61,0.00,0.06,0.00,0.28,0.00,0.55,0.01,0.04,0.86,0.0013,0.0095, 20160,0.00,0.00,27,50,4.41,16.01,2095.25,0.55,13.76,0.00,0.00,0.00,0.38,0.00,0.57,0.01,0.04,0.81,0.0013,0.0068, 19456,0.01,0.01,27,56,5.76,15.33,2095.25,0.75,18.77,0.00,0.00,0.00,0.29,0.00,0.51,0.01,0.04,0.82,0.0019,0.0107, 21120,0.00,0.00,28,57,4.00,13.98,2095.25,0.57,14.29,0.00,0.00,1.76,1.55,2.43,  0%,  0%,  0%,1.08,0.45,0.24,  0%,  0%,  0%,0.67,0.51,0.99,  0%,  0%,  0%,0.86,0.95,0.21,  0%,  0%,  0%,122.09,120.68,121.50,  0%,  0%,  0%,111.87,2.33,1.29,  0%,  0%,  0%,2.11,2.71,113.61,  0%,  0%,  0%,2.39,113.51,1.31,  0%,  0%,  0%,0.60,4.67,94.72,73.25,23.38,3.38,0.04,0.32,99.64,3.30,93.18,3.52,0.04,0.27,99.69,3.00,93.07,3.93,0.04,0.29,99.67,2.79,93.68,3.53,48.66,49.76,45.40,46.56,9.14 ,5.04 ,5.74 ,4.47 ,2.32,2.22,2.21,2.22,
